course_code,title,department,course_number,description,credits,prerequisites_raw,catalog_year,calendar_system,source_url,scraped_at,has_description,has_title,recommendable
LAW101,Law & Society,LAW,101,"This course analyzes “law in action”: how law works in the everyday lives of individuals and institutions by exploring the complex place of law and legal institutions in the United States. We will examine official legal institutions (such as courts and legislatures) and actors (including police, lawyers, judges) as well as the individuals whose lives are affected by law — those of us who come in contact with law as plaintiffs, witnesses, victims, or defendants. We will address the role that law plays in organizing contemporary life, including its influences on social and political interactions, how law constructs and responds to differences, and mediates, remedies, and reinforces unequal access to power.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.617700+00:00,True,True,True
LAW102,Law Lab,LAW,102,"This course provides opportunities for students to see how law operates in a variety of settings, from prisons to boutique law firms. Class meetings will include trips to museums, courtrooms, and legislatures, guest lectures by legal professionals, and other hands-on, experiential learning activities.",2.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.617737+00:00,True,True,True
LAW110,American Legal Systems,LAW,110,"This course provides a comprehensive introduction to the American legal system and exposes students to the multiple forms of lawmaking and sources of legal and regulatory power present in America today. Students will learn to differentiate between common law created by judges, statutes and laws created by the legislature, and regulations promulgated by executive agencies. The class will explore the relationship between federal and state law, the role of federalism and the legal underpinnings of the checks and balances system that aims to keep equilibrium between the judicial, legislative, and executive branches. The course will also examine the American system of litigation and the structure of the court system, the jurisdiction of federal and state courts, and the litigation process.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.617760+00:00,True,True,True
LAW135,Foundations of Legal Research,LAW,135,"The course offers a hands-on, skills-based approach to help students learn to conduct research on legal topics efficiently and effectively. The course will introduce students to electronic resources available through Drexel and the web, including databases of primary materials (including state and federal laws, administrative regulations, and judicial opinions) and secondary sources (especially scholarly and news materials) commonly used in legal research.",2.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.617782+00:00,True,True,True
LAW201,The Role of the Common Law in the American Legal System,LAW,201,"This class introduces students to the concept of common-law lawmaking, with focus on the areas of contract, tort (personal injury) and property. It will also address the history of how the common law developed from English law and provide a brief comparison to civil law systems used in other countries.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.617806+00:00,True,True,True
LAW202,Law Lab II,LAW,202,"The purpose of Law Lab is to help students understand law as a complex, dynamic system. This course will help students deepen their knowledge of and proficiency in addressing legal problems. Working alongside legal professionals, students will develop competence in different skills useful in law-related careers.",2.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.617829+00:00,True,True,True
LAW210,Public Law: Legislation and Regulation,LAW,210,"This course is intended to introduce the student to lawmaking through statutes and agency regulation in the modern regulatory state. The course will analyze how statutes are created and passed and provide students with an introduction to statutory interpretation. It will also introduce students to the administrative state, describing the relationship between administrative agencies and other branches of government and discussing the creation and enforcement of regulation.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.617852+00:00,True,True,True
LAW211,Public Law II,LAW,211,"This course introduces students to foundational concepts in public law, such as the types of conflicts courts can adjudicate, how individuals and groups gain access to courts, identifying state actors, and the role of due process in legal proceedings.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.617879+00:00,True,True,True
LAW215,Law & Religion in America Today,LAW,215,"Despite the official separation of church and state, religious questions often arise and need to be adjudicated in secular courts. This course explores which rights are protected by the Constitution’s free exercise clause and examines the boundaries of religion and religious protections in a secular context. Specifically, the course examines the ways in which secular American courts handle issues that arise in communities that follow religious law but also use the civil courts to settle their disputes. Students will study the ways in which secular courts must decide questions from marriage and divorce to raising children and custody issues in a wide variety of faith communities and how those courts incorporate or distance themselves from the religious frameworks in which those disputes arise.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.617901+00:00,True,True,True
LAW216,Regulating Families,LAW,216,"The course provides an introduction to the law and legal rights of family members. It explores family law issues such as how laws regulate marriage, divorce, and child custody. Students will be introduced to proceedings in family court as well as out-of-court alternatives for resolution of disputes.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.617921+00:00,True,True,True
LAW217,"Sex, Gender, Sexuality & the Law",LAW,217,"This course examines US law, court decisions, and current controversies related to the rights—and the denial of rights—of people in the US based on sex, sexual conduct, sexual orientation, and gender identity and expression.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.617943+00:00,True,True,True
LAW230,Introduction to Trial Skills,LAW,230,"This course will introduce students to skills needed to be effective advocates in the courtroom. Students will learn how to craft a trial theory with an emphasis on the storytelling aspect of a trial. Students will practice all stages of a trial and be introduced to evidence, objections, and arguing motions. Students will be required to present regularly to develop their skills.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.617964+00:00,True,True,True
LAW260,Tenants' Rights and Organizing,LAW,260,"Housing is a basic human need that affects mental and physical health, education and employment opportunities, and access to resources, but our laws often treat it as a commodity and an instrument of exclusion. This course will provide an introduction to the laws, policies, and politics that directly affect low-income tenants in Philadelphia. We will examine, among other things, evictions and other forms of displacement, the government systems and officals that create and enforce - or fail to enforce - the laws, and how Philadelphia tentants are organizing for change.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.617989+00:00,True,True,True
LAW301,[WI] Legal Reasoning,LAW,301,"This class introduces students to the study of legal reasoning, including topics such as: the basic forms of argument, reasoning and inference typically found in legal materials; the nature of precedent and the relationship of normative arguments in law to conceptions of justice.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.618032+00:00,True,True,True
LAW304,Comparative Legal Institutions,LAW,304,"This course complements students’ study of US law by expanding their understanding of international legal systems, institutions, and individual and group rights. Students will learn about judicial institutions in various nations and examine how similar issues are handled in countries with different legal structures and guarantees.",4.0,LAW 110 [Min Grade: D] and PSCI 220 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.618056+00:00,True,True,True
LAW305,"Mediation, Arbitration, and the Law of Alternate Dispute Resolution",LAW,305,"This course explores the theory, practice and law of mediation and arbitration, with an emphasis on the roles that both non-lawyers and lawyers play in these processes. The course will include simulated mediations and arbitrations to foster a deeper understanding of the material and to develop skills in resolving disputes without litigation.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.618077+00:00,True,True,True
LAW310,Environmental Law,LAW,310,"This course focuses on how legal institutions have been used to respond to environmental problems. It provides a basic introduction to federal environmental laws relevant to air and water pollution, hazardous and solid waste and endangered species.",4.0,LAW 201 [Min Grade: C] and LAW 210 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.618104+00:00,True,True,True
LAW312,Immigration Law,LAW,312,"This course examines how the U.S. immigration system makes legal determinations about who is permitted to enter the United States, and who is forced to leave. Readings focus on statutes, court cases, and administrative regulations to understand how immigration law functions in theory and in practice.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.618125+00:00,True,True,True
LAW315,"Power, Professionalism, & the Law",LAW,315,"This course offers a critical perspective on the history, current status, and practices of the legal profession. It examines the roles attorneys and other professionals working in legal settings play in relation to clients, colleagues, and each other.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.618145+00:00,True,True,True
LAW320,Intro to Tax Theory and Policy,LAW,320,"This course will provide an introduction to the study of tax theory and policy. The course will begin by examining the economic and political factors that shape the design of tax systems - in short, students will look at why taxes exist and what they do. The course will then discuss the major types of taxes and their economic effects, examples include the income tax, consumption tax, and the property tax. Throughout the course, students will explore the trade-offs involved in tax policy and consider how to evaluate the fairness and efficiency of different tax systems and choices. This course is not intended for Lebow College of Business students, unless student has a dual major in Law or a Law minor.",4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.618166+00:00,True,True,True
LAW330,Rules of Evidence,LAW,330,"Students will develop a working understanding of the most commonly used federal rules of evidence. At the end of this course, students will be able to identify common evidentiary issues and argue for the admissibility or inadmissibility of evidence under the rules of evidence covered in class.",4.0,LAW 230 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.618187+00:00,True,True,True
LAW340,Regulating the Commons,LAW,340,This course focuses on the notion of the commons and how commonly owned resources should be regulated. It focuses on environmental regulation as the paradigm of commons regulation before turning to the notion of regulating the “cybercommons”.,4.0,LAW 101 [Min Grade: C] and LAW 201 [Min Grade: C] and LAW 210 [Min Grade: C] and LAW 211 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.618209+00:00,True,True,True
LAW360,Advanced Trial Skills,LAW,360,"This course will teach students to perform advanced trial skills based on strategic case themes and theories. Students will deepen their understanding of and skills in conducting direct and cross-examination of lay, party, and expert witnesses, opening and closing statements, making objections, and introducing exhibits. The course will culminate with each student performing in a mock trial.",4.0,LAW 330 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.618233+00:00,True,True,True
LAW370,Trial Skills Practicum,LAW,370,"This two-credit course recognizes the intellectual benefits of putting theory into practice. As members of Drexel’s competitive Mock Trial team, students put into use the knowledge they have gained through their LAW and Trial Skills (TRSK) courses. The Practicum requires students to demonstrate mastery of both general knowledge about US legal systems and specific information related to litigation skills. Student draw on their knowledge of US criminal and civil legal systems, demonstrate their understanding of federal rules of evidence, work in teams to develop case theories, and develop skills in legal research, writing, and verbal presentation.",2.0,LAW 110 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.618254+00:00,True,True,True
LAW375,Trial Skills Practicum II,LAW,375,"This four-credit course recognizes the intellectual benefits of putting theory into practice. As members of Drexel’s competitive Mock Trial team, students put into use the knowledge they have gained through their LAW and Trial Skills (TRSK) courses. The Practicum requires students to demonstrate mastery of both general knowledge about US legal systems and specific information related to litigation skills. Student draw on their knowledge of US criminal and civil legal systems, demonstrate their understanding of federal rules of evidence, work in teams to develop case theories, and develop skills in legal research, writing, and verbal presentation.",4.0,LAW 110 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.618276+00:00,True,True,True
LAW495,[WI] Capstone Seminar in Law,LAW,495,The capstone seminar is an opportunity for students to produce an independent paper on a topic of their choice. Students will work with the instructor to produce a paper suitable for use as a writing sample when applying for jobs and/or graduate programs.,4.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/law/,2026-09-19T10:53:13.618315+00:00,True,True,True
SE181,Introduction to Software Engineering and Development,SE,181,"Introduces advanced software development fundamentals including memory management, typing and scoping, datastores, software testing, and security, as well as user-centric design and user experience. This course will be taught using a specified programming language of instruction.",3.0,CS 172 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/se/,2026-09-19T10:53:14.795037+00:00,True,True,True
SE201,Introduction to Software Engineering and Development,SE,201,"Introduces advanced software development fundamentals including memory management, typing and scoping, datastores and software testing. This course will be taught using a specified programming language of instruction.",3.0,CS 172 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/se/,2026-09-19T10:53:14.795100+00:00,True,True,True
SE210,Introduction to Requirements Engineering,SE,210,"Study of the principles, practices, and techniques used to gather system requirements and document them in a Software Requirements Specification (SRS). Includes techniques for requirements discovery such as user interviews and prototyping, and elaboration techniques such as scenario-based modelling, behavioral modeling, and class-based modeling. Introduces approaches for organizing and expressing software requirements in the SRS.",3.0,CS 172 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/se/,2026-09-19T10:53:14.795140+00:00,True,True,True
SE211,Introduction to Software Design,SE,211,"This course serves as an introduction to the software design discipline. The course takes a top-down approach from high-level (or architectural) design to low-level (or detailed) design. It introduces design principles and fundamentals of software design, such as modularization, abstraction, coupling, and cohesion. Further, it examines facilities of OO programming languages such as abstract classes, inheritance, interfaces, and polymorphism and explains how they help us create extensible and easy to maintain software components. The course introduces both architectural styles and design patterns and prepares the students for subsequent, more advanced courses in software design. Finally, the course introduces the design process related to human-computer interfaces.",3.0,SE 210 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/se/,2026-09-19T10:53:14.795183+00:00,True,True,True
SE310,Software Design,SE,310,"Study of fundamental principles and patterns of software design, emphasizing the creation of effective abstractions and highly modular systems. Introduces software design as a decision-making process, preparing students to manage the inevitable complexities and changes in large-scale, real-world software projects.",3.0,CS 265 [Min Grade: C] and CS 260 [Min Grade: C] and (SE 181 [Min Grade: C] or SE 201 [Min Grade: C]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/se/,2026-09-19T10:53:14.795209+00:00,True,True,True
SE311,Software Architecture,SE,311,"Study of fundamental software architecture concepts and state-of-the-art practices, including architecture patterns and styles, component-based software engineering, distributed software architectures, and architecture modeling and analysis. Students will learn to architect resilient and evolvable software through a blend of theoretical learning and practical exercises.",3.0,SE 310 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/se/,2026-09-19T10:53:14.795232+00:00,True,True,True
SE320,Software Verification and Validation,SE,320,"Presents theory and practice of software testing. Covers structural testing including such topics as path testing, dataflow testing, logic based testing, syntax testing, program slicing, mutation testing, fault injection, program perturbation, and testing tools. Discusses techniques for test construction and test suite evaluation, and validation against requirements and design models. Also covers methods of inspection and review at various phases of the software lifecycle.",3.0,CS 260 [Min Grade: C] and (SE 181 [Min Grade: C] or SE 201 [Min Grade: C]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/se/,2026-09-19T10:53:14.795254+00:00,True,True,True
SE410,Software Evolution,SE,410,"Covers issues related to change in software systems. Addresses principles and techniques of corrective software maintenance, software enhancements, and software product family. Introduces students to issues of change in large software systems including configuration control, change and product management.",3.0,SE 310 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/se/,2026-09-19T10:53:14.795276+00:00,True,True,True
SE420,Open Source Software Engineering,SE,420,"Explores tools, techniques, process, and culture of free and open source software (FOSS) projects. Addresses open source project evaluation, business models, and FOSS as a source of software engineering innovation. Includes student participation in an existing humanitarian FOSS project. Introduces concepts of computing for social good.",3.0,CS 260 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/se/,2026-09-19T10:53:14.795301+00:00,True,True,True
DSCI351,Recommender Systems,DSCI,351,"Recommender systems are electronic commerce information filtering systems to predict items that the users may have interest in. The goal of this course is to provide an overview of recommender systems, including content-based and collaborative algorithms for recommendation, programming of recommender systems, and evaluation and metrics for recommender systems. The course introduces all relevant topics of Recommender Systems: overview, non-personalized recommendation, content-based recommending, neighborhood-based collaborative filtering, recommender system evaluation and advanced topics. Students will gain hands-on experiences with assignments and a term project.",3.0,INFO 212 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/dsci/,2026-09-19T10:53:15.974744+00:00,True,True,True
DSCI471,Applied Deep Learning,DSCI,471,"The goals of this course are to introduce basic theory of deep learning in data science applications, to understand how deep learning algorithms work at a high level, and to apply deep learning algorithms to key data science problems in different disciplines. The course introduces all relevant topics in deep learning: neural networks, backpropagation, convolution neural networks, recurrent neural networks and deep reinforcement learning. Students will be exposed to various representative algorithms in the concept level and learn their trade-offs. Students will gain hands-on experiences with assignments and a term project. Students will be prepared to attack new problems using various deep learning methods.",3.0,INFO 213 [Min Grade: D] and MATH 201 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/dsci/,2026-09-19T10:53:15.974783+00:00,True,True,True
